"","when","pacoVersion","experimentId","experimentVersion","actionTriggerId","actionId","actionSpecId","responseTime","scheduledTime","timeZone","presence","task","clarity","calm","tiredness","Form Duration","joined","schedule"
"135","2016/12/11 11:53:51+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-11 11:53:41,2016-12-11 11:46:00,"+02:00",6,3,5.25,4.5,5.25,52,NA,NA
"136","2016/12/11 10:21:02+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-11 10:20:58,2016-12-11 10:18:00,"+02:00",3,3,4.75,4.5,7.25,40,NA,NA
"137","2016/12/11 09:18:35+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-11 09:18:31,2016-12-11 09:13:00,"+02:00",2,3,5,4.75,6.25,62,NA,NA
"138","2016/12/10 19:59:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-10 19:29:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"139","2016/12/10 18:25:19+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-10 18:25:17,2016-12-10 18:07:00,"+02:00",2,3,5.5,4.75,6.25,50,NA,NA
"140","2016/12/10 17:11:51+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-10 17:11:47,2016-12-10 17:02:00,"+02:00",2,3,5.25,4.75,5.75,28,NA,NA
"141","2016/12/10 15:50:38+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-10 15:50:37,2016-12-10 15:30:00,"+02:00",2,1,5.25,4.5,6.5,26,NA,NA
"142","2016/12/10 13:59:18+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-10 13:59:13,2016-12-10 13:36:00,"+02:00",4,2,5.25,4.75,6,147,NA,NA
"143","2016/12/10 12:32:29+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-10 12:32:25,2016-12-10 12:14:00,"+02:00",2,5,4.75,4.75,5.75,31,NA,NA
"144","2016/12/10 10:35:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-10 10:05:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"145","2016/12/10 09:19:59+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-10 09:19:54,2016-12-10 09:19:00,"+02:00",3,6,4.75,5,6.25,49,NA,NA
"146","2016/12/09 20:13:02+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-09 19:43:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"147","2016/12/09 18:07:18+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-09 18:07:15,2016-12-09 17:54:00,"+02:00",2,5,5.25,4.5,5.75,56,NA,NA
"148","2016/12/09 16:56:53+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-09 16:56:50,2016-12-09 16:56:00,"+02:00",2,2,5.5,4.75,6.25,23,NA,NA
"149","2016/12/09 15:22:20+0000","4.2.25",6650267138260992,10,0,0,0,2016-12-09 15:22:17,NA,"+02:00",NA,NA,NA,NA,NA,NA,NA,"New Group:[1479161737116:(1479161737118:Randomly 8 times per day between 10:30a.m. and 10:00p.m. incl weekends )]"
"150","2016/12/09 15:22:20+0000","4.2.25",6650267138260992,10,0,0,0,2016-12-09 15:22:17,NA,"+02:00",NA,NA,NA,NA,NA,NA,NA,"New Group:[1479161737116:(1479161737118:Randomly 8 times per day between 10:30a.m. and 10:00p.m. incl weekends )]"
"151","2016/12/09 15:09:35+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-09 15:09:33,2016-12-09 15:02:00,"+02:00",2,5,5,5,5.75,22,NA,NA
"152","2016/12/09 14:19:59+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-09 14:01:01,2016-12-09 13:45:00,"+02:00",2,2,5,5,6.25,35,NA,NA
"153","2016/12/09 14:19:59+0000","4.2.25",6650267138260992,10,0,0,0,2016-12-09 13:23:40,NA,"+02:00",NA,NA,NA,NA,NA,NA,NA,"New Group:[1479161737116:(1479161737118:Randomly 8 times per day between 10:30a.m. and 10:00p.m. incl weekends )]"
"154","2016/12/09 14:19:58+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-09 13:23:37,2016-12-09 13:14:00,"+02:00",2,2,5.25,5,6,22,NA,NA
"155","2016/12/09 14:19:58+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-09 12:15:59,2016-12-09 12:14:00,"+02:00",2,2,5.5,4.75,5.25,34,NA,NA
"156","2016/12/09 14:19:57+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-09 11:09:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"157","2016/12/09 14:19:57+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-09 09:36:52,2016-12-09 09:34:00,"+02:00",2,2,5.25,4.75,5.25,27,NA,NA
"158","2016/12/09 14:19:56+0000","4.2.25",6650267138260992,10,0,0,0,2016-12-08 22:28:35,NA,"+02:00",NA,NA,NA,NA,NA,NA,NA,"New Group:[1479161737116:(1479161737118:Randomly 8 times per day between 10:30a.m. and 10:00p.m. incl weekends )]"
"159","2016/12/09 14:19:56+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-08 19:30:38,2016-12-08 19:30:00,"+02:00",2,5,4.75,4.75,5.5,31,NA,NA
"160","2016/12/09 14:19:55+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-08 18:37:01,2016-12-08 18:23:00,"+02:00",2,5,4.75,4.5,6.25,23,NA,NA
"161","2016/12/08 18:37:07+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-08 18:37:01,2016-12-08 18:23:00,"+02:00",2,5,4.75,4.5,6.25,23,NA,NA
"162","2016/12/08 16:59:06+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-08 16:59:00,2016-12-08 16:42:00,"+02:00",2,1,5.25,4.25,5.5,25,NA,NA
"163","2016/12/08 15:32:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-08 15:02:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"164","2016/12/08 13:09:25+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-08 13:09:20,2016-12-08 13:03:00,"+02:00",2,5,5.25,5,5.25,24,NA,NA
"165","2016/12/08 12:00:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-08 11:30:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"166","2016/12/08 10:03:09+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-08 09:33:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"167","2016/12/08 08:33:08+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-08 08:03:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"168","2016/12/07 19:15:41+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-07 19:15:36,2016-12-07 19:15:00,"+02:00",2,2,6.75,4.75,6.25,26,NA,NA
"169","2016/12/07 18:16:32+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-07 18:16:29,2016-12-07 18:16:00,"+02:00",2,1,5.75,5,5.75,20,NA,NA
"170","2016/12/07 17:26:39+0000","4.2.25",6650267138260992,10,0,0,0,2016-12-07 17:26:36,NA,"+02:00",2,2,6.25,4.75,6.25,26,NA,NA
"171","2016/12/07 17:25:46+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-07 16:36:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"172","2016/12/07 14:07:32+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-07 14:07:27,2016-12-07 14:07:00,"+02:00",2,1,5.5,4.5,5.25,19,NA,NA
"173","2016/12/07 13:26:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-07 12:56:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"174","2016/12/07 12:33:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-07 12:03:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"175","2016/12/07 10:14:11+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-07 10:14:05,2016-12-07 10:07:00,"+02:00",2,5,5,4.25,6.25,26,NA,NA
"176","2016/12/07 09:19:13+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-07 09:19:08,2016-12-07 09:18:00,"+02:00",2,1,4.75,4,6.75,45,NA,NA
"177","2016/12/06 19:08:02+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-06 18:38:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"178","2016/12/06 17:41:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-06 17:11:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"179","2016/12/06 16:30:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-06 16:00:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"180","2016/12/06 14:53:43+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-06 14:53:39,2016-12-06 14:47:00,"+02:00",4,6,4.75,4.5,6.25,110,NA,NA
"181","2016/12/06 14:14:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-06 13:44:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"182","2016/12/06 12:50:06+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-06 12:20:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"183","2016/12/06 10:18:13+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-06 10:18:06,2016-12-06 10:14:00,"+02:00",2,1,5.5,4.75,5.5,26,NA,NA
"184","2016/12/06 08:05:59+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-06 08:05:52,2016-12-06 08:03:00,"+02:00",2,3,5.25,4.75,5.5,86,NA,NA
"185","2016/12/05 19:16:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-05 19:15:59,2016-12-05 19:02:00,"+02:00",2,2,5.5,4.5,5.75,134,NA,NA
"186","2016/12/05 18:14:51+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-05 18:14:46,2016-12-05 17:47:00,"+02:00",2,2,5.5,4.5,5.75,36,NA,NA
"187","2016/12/05 16:47:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-05 16:17:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"188","2016/12/05 14:48:57+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-05 14:48:52,2016-12-05 14:48:00,"+02:00",2,2,5.25,4.5,5.75,30,NA,NA
"189","2016/12/05 13:36:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-05 13:35:57,2016-12-05 13:07:00,"+02:00",3,5,5.25,4.75,4.75,42,NA,NA
"190","2016/12/05 11:51:57+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-05 11:51:51,2016-12-05 11:48:00,"+02:00",2,5,5.5,4.75,5.25,29,NA,NA
"191","2016/12/05 10:57:58+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-05 10:57:52,2016-12-05 10:54:00,"+02:00",2,1,5.5,5,5,34,NA,NA
"192","2016/12/05 09:07:43+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-05 09:07:37,2016-12-05 09:05:00,"+02:00",2,1,4.75,4.5,7.25,49,NA,NA
"193","2016/12/04 19:41:27+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-04 19:41:24,2016-12-04 19:40:00,"+02:00",2,2,5.25,4.75,6,42,NA,NA
"194","2016/12/04 18:31:19+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-04 18:31:15,2016-12-04 18:22:00,"+02:00",2,6,4.75,4.75,7.5,31,NA,NA
"195","2016/12/04 16:41:11+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-04 16:41:07,2016-12-04 16:40:00,"+02:00",3,5,5.5,4.75,5.5,45,NA,NA
"196","2016/12/04 15:18:35+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-04 15:18:29,2016-12-04 15:07:00,"+02:00",2,5,5,4.25,6.25,43,NA,NA
"197","2016/12/04 13:47:06+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-04 13:47:02,2016-12-04 13:45:00,"+02:00",2,1,5.5,4.75,5,95,NA,NA
"198","2016/12/04 11:54:51+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-04 11:54:46,2016-12-04 11:54:00,"+02:00",3,6,5.5,4.75,5.25,35,NA,NA
"199","2016/12/04 10:33:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-04 10:32:59,2016-12-04 10:22:00,"+02:00",2,6,5.25,5.25,5.5,46,NA,NA
"200","2016/12/04 09:21:40+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-04 09:21:34,2016-12-04 09:14:00,"+02:00",2,5,4.5,4.5,7.25,67,NA,NA
"201","2016/12/03 19:06:21+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-03 19:06:17,2016-12-03 19:03:00,"+02:00",2,5,5,4.75,6.25,25,NA,NA
"202","2016/12/03 18:28:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-03 17:58:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"203","2016/12/03 17:08:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-03 16:38:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"204","2016/12/03 15:30:29+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-03 15:00:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"205","2016/12/03 15:30:28+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-03 13:36:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"206","2016/12/03 15:30:28+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-03 13:36:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"207","2016/12/03 15:30:26+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-03 12:09:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"208","2016/12/03 11:10:02+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-03 10:40:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"209","2016/12/03 09:14:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-03 08:44:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"210","2016/12/02 18:58:50+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-02 18:58:48,2016-12-02 18:58:00,"+02:00",2,2,6.75,5.28,6,28,NA,NA
"211","2016/12/02 18:22:21+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-02 18:22:18,2016-12-02 17:54:00,"+02:00",2,2,5.75,4.75,5.75,33,NA,NA
"212","2016/12/02 16:50:21+0000","4.2.25",6650267138260992,8,1479161737116,1479161737117,1479161737118,2016-12-02 16:50:17,2016-12-02 16:40:00,"+02:00",2,1,NA,NA,NA,5,NA,NA
"213","2016/12/02 15:35:54+0000","4.2.25",6650267138260992,8,1479161737116,1479161737117,1479161737118,NA,2016-12-02 14:49:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"214","2016/12/02 13:02:04+0000","4.2.25",6650267138260992,8,1479161737116,1479161737117,1479161737118,2016-12-02 13:01:58,2016-12-02 12:55:00,"+02:00",2,2,5.25,5,6.25,40,NA,NA
"215","2016/12/02 12:01:55+0000","4.2.25",6650267138260992,8,1479161737116,1479161737117,1479161737118,2016-12-02 12:01:47,2016-12-02 12:01:00,"+02:00",2,1,5.25,5,5.5,39,NA,NA
"216","2016/12/02 10:35:08+0000","4.2.25",6650267138260992,8,1479161737116,1479161737117,1479161737118,NA,2016-12-02 10:05:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"217","2016/12/02 09:22:32+0000","4.2.25",6650267138260992,8,1479161737116,1479161737117,1479161737118,2016-12-02 09:22:23,2016-12-02 08:54:00,"+02:00",NA,5,6.25,4.5,5.25,56,NA,NA
"218","2016/12/01 19:45:04+0000","4.2.24",6650267138260992,8,1479161737116,1479161737117,1479161737118,NA,2016-12-01 19:15:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"219","2016/12/01 18:57:06+0000","4.2.24",6650267138260992,8,1479161737116,1479161737117,1479161737118,NA,2016-12-01 18:27:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"220","2016/12/01 16:48:05+0000","4.2.24",6650267138260992,8,1479161737116,1479161737117,1479161737118,NA,2016-12-01 16:18:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"221","2016/12/01 15:01:03+0000","4.2.24",6650267138260992,8,1479161737116,1479161737117,1479161737118,2016-12-01 15:00:57,2016-12-01 15:00:00,"+02:00",2,2,5.25,5,6.5,44,NA,NA
"222","2016/12/01 13:39:10+0000","4.2.24",6650267138260992,8,1479161737116,1479161737117,1479161737118,2016-12-01 13:39:04,2016-12-01 13:37:00,"+02:00",2,1,5.5,NA,NA,59,NA,NA
"223","2016/12/01 12:02:12+0000","4.2.24",6650267138260992,8,1479161737116,1479161737117,1479161737118,2016-12-01 12:02:04,2016-12-01 12:00:00,"+02:00",2,5,4.75,4.75,6.75,79,NA,NA
"224","2016/12/01 10:36:27+0000","4.2.24",6650267138260992,8,1479161737116,1479161737117,1479161737118,2016-12-01 10:36:20,2016-12-01 10:27:00,"+02:00",2,5,5,4.75,6.25,73,NA,NA
"225","2016/12/01 09:31:05+0000","4.2.24",6650267138260992,8,1479161737116,1479161737117,1479161737118,NA,2016-12-01 09:01:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"226","2016/11/30 20:17:06+0000","4.2.23",6650267138260992,8,1479161737116,1479161737117,1479161737118,NA,2016-11-30 19:47:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"227","2016/11/30 18:23:06+0000","4.2.23",6650267138260992,8,1479161737116,1479161737117,1479161737118,NA,2016-11-30 17:53:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"228","2016/11/30 16:38:47+0000","4.2.23",6650267138260992,8,1479161737116,1479161737117,1479161737118,2016-11-30 16:38:41,2016-11-30 16:35:00,"+02:00",2,5,5,4.75,6,35,NA,NA
"229","2016/11/30 15:18:04+0000","4.2.23",6650267138260992,8,1479161737116,1479161737117,1479161737118,NA,2016-11-30 14:48:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"230","2016/11/30 14:00:05+0000","4.2.23",6650267138260992,8,1479161737116,1479161737117,1479161737118,NA,2016-11-30 13:30:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"231","2016/11/30 12:54:33+0000","4.2.23",6650267138260992,8,1479161737116,1479161737117,1479161737118,NA,2016-11-30 12:17:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"232","2016/11/30 11:08:05+0000","4.2.23",6650267138260992,8,1479161737116,1479161737117,1479161737118,NA,2016-11-30 10:38:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"233","2016/11/30 09:16:36+0000","4.2.23",6650267138260992,8,1479161737116,1479161737117,1479161737118,2016-11-30 09:16:31,2016-11-30 08:53:00,"+02:00",2,2,4.75,4.5,6.25,42,NA,NA
"234","2016/11/29 20:30:55+0000","4.2.23",6650267138260992,8,0,0,0,2016-11-29 20:30:51,NA,"+02:00",2,5,5.5,5.25,5.75,85,NA,NA
"235","2016/11/29 20:21:04+0000","4.2.23",6650267138260992,7,1479161737116,1479161737117,1479161737118,NA,2016-11-29 19:51:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"236","2016/11/29 17:58:04+0000","4.2.23",6650267138260992,7,1479161737116,1479161737117,1479161737118,NA,2016-11-29 17:28:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"237","2016/11/29 16:23:03+0000","4.2.23",6650267138260992,7,1479161737116,1479161737117,1479161737118,NA,2016-11-29 15:53:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"238","2016/11/29 14:33:20+0000","4.2.23",6650267138260992,7,1479161737116,1479161737117,1479161737118,2016-11-29 14:33:15,2016-11-29 14:32:00,"+02:00",2,3,6,5,5,40,NA,NA
"239","2016/11/29 13:14:40+0000","4.2.23",6650267138260992,7,1479161737116,1479161737117,1479161737118,2016-11-29 13:14:35,2016-11-29 12:54:00,"+02:00",3,5,6,5,5,48,NA,NA
"240","2016/11/29 12:25:03+0000","4.2.23",6650267138260992,7,1479161737116,1479161737117,1479161737118,NA,2016-11-29 11:55:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"241","2016/11/29 10:30:04+0000","4.2.23",6650267138260992,7,1479161737116,1479161737117,1479161737118,NA,2016-11-29 10:00:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"242","2016/11/29 09:15:17+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-29 09:15:11,2016-11-29 09:15:00,"+02:00",2,NA,NA,NA,NA,3,NA,NA
"243","2016/11/28 19:30:20+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-28 19:30:14,2016-11-28 19:29:00,"+02:00",1,2,NA,NA,NA,10,NA,NA
"244","2016/11/28 17:43:31+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-28 17:43:25,2016-11-28 17:42:00,"+02:00",2,1,NA,NA,NA,5,NA,NA
"245","2016/11/28 16:27:06+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-28 16:27:00,2016-11-28 16:26:00,"+02:00",2,2,NA,NA,NA,4,NA,NA
"246","2016/11/28 15:35:31+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-28 15:35:26,2016-11-28 15:19:00,"+02:00",3,NA,NA,NA,NA,10,NA,NA
"247","2016/11/28 14:54:09+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,NA,2016-11-28 13:12:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"248","2016/11/28 12:19:51+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-28 12:19:45,2016-11-28 12:11:00,"+02:00",2,5,NA,NA,NA,13,NA,NA
"249","2016/11/28 10:47:18+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-28 10:47:13,2016-11-28 10:36:00,"+02:00",2,7,NA,NA,NA,5,NA,NA
"250","2016/11/28 09:23:40+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-28 09:23:35,2016-11-28 09:23:00,"+02:00",2,3,NA,NA,NA,11,NA,NA
"251","2016/11/27 19:34:05+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,NA,2016-11-27 19:04:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"252","2016/11/27 18:06:04+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,NA,2016-11-27 17:36:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"253","2016/11/27 16:16:01+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-27 16:15:56,2016-11-27 16:02:00,"+02:00",2,2,NA,NA,NA,4,NA,NA
"254","2016/11/27 14:49:17+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-27 14:49:14,2016-11-27 14:49:00,"+02:00",2,3,NA,NA,NA,5,NA,NA
"255","2016/11/27 14:06:56+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-27 14:06:50,2016-11-27 13:59:00,"+02:00",2,4,NA,NA,NA,5,NA,NA
"256","2016/11/27 11:30:34+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-27 11:30:31,2016-11-27 11:10:00,"+02:00",2,2,NA,NA,NA,5,NA,NA
"257","2016/11/27 09:38:46+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-27 09:38:42,2016-11-27 09:30:00,"+02:00",2,2,NA,NA,NA,4,NA,NA
"258","2016/11/27 08:28:31+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-27 08:28:27,2016-11-27 08:23:00,"+02:00",2,1,NA,NA,NA,6,NA,NA
"259","2016/11/26 19:49:02+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,NA,2016-11-26 19:19:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"260","2016/11/26 17:58:03+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,NA,2016-11-26 17:28:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"261","2016/11/26 17:18:25+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,NA,2016-11-26 16:31:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"262","2016/11/26 15:31:54+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-26 15:31:48,2016-11-26 15:25:00,"+02:00",1,5,NA,NA,NA,6,NA,NA
"263","2016/11/26 14:04:50+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,NA,2016-11-26 13:14:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"264","2016/11/26 12:44:03+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,NA,2016-11-26 12:14:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"265","2016/11/26 11:25:05+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,NA,2016-11-26 10:55:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"266","2016/11/26 09:22:27+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-26 09:22:21,2016-11-26 09:22:00,"+02:00",2,1,NA,NA,NA,9,NA,NA
"267","2016/11/25 19:30:46+0000","4.2.23",6650267138260992,6,1479161737116,1479161737117,1479161737118,2016-11-25 19:30:43,2016-11-25 19:23:00,"+02:00",2,5,NA,NA,NA,5,NA,NA
